# This MVPS HOSTS file is a free download from:           #
# http://www.mvps.org/winhelp2002/                        #
#                                                         #
# Notes: the browser does not read this "#" symbol        #
# You can create your own notes, after the # symbol       #
# This *must* be the first line: 127.0.0.1     localhost  #
# ********************************************************#
# ------------------Updated: 04-15-05---------------------#
# ********************************************************#
# Entries marked with Parasite or Trojan comments should  #
# be placed in the Internet Explorer Restricted Zone.     #
# http://mvps.org/winhelp2002/restricted.htm              #
#                                                         #
# Entries with other comments are searchable via Google.  #
#                                                         #
# Disclaimer: this file is free to use, however it is NOT #
# permitted to post on any other site without permission. #
#                                                         #
# This work is licensed under the Creative Commons        #
# Attribution-NonCommercial-ShareAlike License.           #
# http://creativecommons.org/licenses/by-nc-sa/2.0/       #

127.0.0.1  ads.mediaodyssey.com
127.0.0.1  acvs.mediaonenetwork.net
127.0.0.1  acvsrv.mediaonenetwork.net
127.0.0.1  ads.mediaturf.net
127.0.0.1  banner.meerhits.nl #[IEHIjacker.Meerhits.nl]
127.0.0.1  pokpok.meerhits.nl #[IE-SpyAd][server down?]
127.0.0.1  exit.megago.com
127.0.0.1  www.megago.com #[typo squatter][IE-SpyAd]
127.0.0.1  www.megaseek.net #[IE-SpyAd]
127.0.0.1  megatds.com #[Adware/Megatds]
127.0.0.1  admintds.megatds.com
127.0.0.1  tds.megatds.com
127.0.0.1  www.megatds.com
127.0.0.1  pubs.mgn.net #[Grolier Network]
127.0.0.1  www.mgshareware.com #[Adware Bundler]
127.0.0.1  micorsoft.com
127.0.0.1  www.micorsoft.com #[typo hijacker]
127.0.0.1  www.mini-player.com #[5MOF Mini-Player]
127.0.0.1  banner.missingkids.com
127.0.0.1  ads.monster.com
127.0.0.1  adserver.monster.com
127.0.0.1  adserver.a.in.monster.com
127.0.0.1  ads.monstermoving.com
127.0.0.1  cookie.monster.com
127.0.0.1  morwillsearch.com #[Adware.MWSearch][cfgwr Class]
127.0.0.1  www.morwillsearch.com
127.0.0.1  mp3today.net
127.0.0.1  www.mp3yes.com #[C2Media\LOP][IE-SpyAd]
127.0.0.1  mpamexit.com
127.0.0.1  www.messagetag.com #[Email tracker][IE-SpyAd]
127.0.0.1  msgtag.com
127.0.0.1  img.msgtag.com #[IE-SpyAd]
127.0.0.1  www.msgtag.com
127.0.0.1  msxpsupport.com #[Adware.SearchMaid]
127.0.0.1  www.msxpsupport.com
127.0.0.1  multi1.rmuk.co.uk #[RealMedia]
127.0.0.1  www.musicsonglyrics.com #[static.windupdates.com]
127.0.0.1  mvtracker.com #[IE-SpyAd]
127.0.0.1  www.mvtracker.com
127.0.0.1  mvr3d.net #[NavExcel\n-CASE]
127.0.0.1  mvr.us #[Parasite.NavExcel]
127.0.0.1  www.mvr.us
127.0.0.1  www.myaffiliateprogram.com #[IE-SpyAd]
127.0.0.1  www.myarmory.com #[Spyware.Bazookabar]
127.0.0.1  www.myemessenger.com
127.0.0.1  noe.myftp.biz #[Backdoor.Botnachala]
127.0.0.1  rm.myoc.com
127.0.0.1  myhitlogger.com
127.0.0.1  mypagefinder.com #[Parasite.MyPageFinder]
# N
127.0.0.1  hit.namimedia.com #[IE-SpyAd]
127.0.0.1  ads.nandomedia.com
127.0.0.1  neededware.com #[Adware.NeededWare]
127.0.0.1  www.neededware.com
127.0.0.1  www6.netbroadcaster.com #[IE-SpyAd]
127.0.0.1  code.netbreak.com.au
127.0.0.1  www.netflip.com #[IE-SpyAd]
127.0.0.1  money2.netfirms.com #[The Money Toolbar]
127.0.0.1  hints.netflame.cc
127.0.0.1  ssl-hints.netflame.cc
127.0.0.1  partner.netmechanic.com
127.0.0.1  tracker.netmechanic.com
127.0.0.1  counter.netmore.net
127.0.0.1  www.netpoll.nl
127.0.0.1  servedby.netshelter.net
127.0.0.1  ads.netsol.com
127.0.0.1  www.netsearch.info
127.0.0.1  ads.networksolutions.com
127.0.0.1  www.network-tool.net #[Trojan.Magise]
127.0.0.1  ads.newsint.co.uk
127.0.0.1  adq.nextag.com
127.0.0.1  web1.noadware.net #[IE-SpyAd]
127.0.0.1  www.noadware.net #[SCAM.Enigma.NoAdware]
127.0.0.1  nowbox.com
127.0.0.1  www.nowbox.com #[Parasite.NowBox]
127.0.0.1  ns2.iad1.nssrv.com #[IE-SpyAd]
127.0.0.1  www.nubela.net #[mediatickets]
127.0.0.1  nzads.net.nz
# O
127.0.0.1  file.obalduyam.net #[Trojan-Downloader.Win32.Small.ams]
127.0.0.1  okcounter.com #[IE-SpyAd]
127.0.0.1  www.okww.net #[Trojan.StartPage.C]
127.0.0.1  stat.onestat.com #[IE-SpyAd]
127.0.0.1  www.onestat.com
127.0.0.1  one.ru
127.0.0.1  cnt.one.ru
127.0.0.1  stats0.one.ru
127.0.0.1  stats1.one.ru
127.0.0.1  stats2.one.ru
127.0.0.1  www.oneandonlynetwork.com #[Ticketmaster][IE-SpyAd]
127.0.0.1  www.online-service.cc #[Trojan.Magise]
127.0.0.1  www.onseo.com #[Trojan-Clicker.Win32.Delf.bc]
127.0.0.1  server1.opentracker.net
127.0.0.1  www.opinionlab.com #[IE-SpyAd]
127.0.0.1  ccc00.opinionlab.com
127.0.0.1  rate.opinionlab.com
127.0.0.1  by.optimost.com
127.0.0.1  banner.orb.net
127.0.0.1  tg-images.osdn.com
127.0.0.1  otx5.otxresearch.com
127.0.0.1  otx.ifilm.com #[OTXMedia.dll]
127.0.0.1  survey.otxresearch.com #[TrojanDownloader.OTXloader.A]
127.0.0.1  www.otxresearch.com #[OTXMovie Class]
127.0.0.1  adpopper.outblaze.com #[bargain-buddy.net]
127.0.0.1  www.overpeer.com #[Trojan.Wimad]
# P
127.0.0.1  www.p3marketing.com #[Zapspot]
127.0.0.1  padonak.info #[Trojan.Moo]
127.0.0.1  www.padonak.info #[IE-SpyAd]
127.0.0.1  0503.pass.as #[Backdoor.Tuimer]
127.0.0.1  click.payserve.com #[IE-SpyAd]
127.0.0.1  www.pc-test.net
127.0.0.1  ad1.peel.com
127.0.0.1  ad3.peel.com
127.0.0.1  ads.peel.com
127.0.0.1  ad4.peel.com
127.0.0.1  ads5.peel.com
127.0.0.1  www.peel.com #[IE-SpyAd]
127.0.0.1  www.peel.net
127.0.0.1  ads.pennyweb.com #[addynamix.com]
127.0.0.1  banners.pennyweb.com #[IE-SpyAd]
127.0.0.1  www.peruvianmarket.com #[Trojan.Beagooz.D]
127.0.0.1  ads.photosight.ru
127.0.0.1  phpadsnew.com
127.0.0.1  www.phpadsnew.com
127.0.0.1  ads2.playnet.com
127.0.0.1  popfind.net #[Adware.Ddpop]
127.0.0.1  www.pops-stop.com
127.0.0.1  www.popupads.com #[IE-SpyAd]
127.0.0.1  www.popupad.net #[IE-SpyAd]
127.0.0.1  popupblockade.com #[Parasite.Httper]
127.0.0.1  www.popupblockade.com #[IE-SpyAd]
127.0.0.1  popupmoney.com #[IE-SpyAd]
127.0.0.1  server01.popupmoney.com
127.0.0.1  www.popupmoney.com
127.0.0.1  popadstop.com #[Adware.PopAdStop]
127.0.0.1  www.popadstop.com
127.0.0.1  www.popunder.info #[TROJ_CHECKIN.B]
127.0.0.1  www.popuptop.com #[IE-SpyAd]
127.0.0.1  www2.portdetective.com
127.0.0.1  www.positivebeats.com #[C2Media\LOP][IE-SpyAd]
127.0.0.1  adview.ppro.de
127.0.0.1  x0x0l.pp.ru #[BKDR_CCT.A]
127.0.0.1  www.praize.com #[Adware.Praize]
127.0.0.1  www.promarketingclub.com
127.0.0.1  www.prtracker.com
127.0.0.1  projectx.net #[Trojan.Tannick.B]
127.0.0.1  www.profitzone.com #[ProfitZONE Adbar]
127.0.0.1  prolivation.com #[IE-SpyAd]
127.0.0.1  www.prolivation.com
127.0.0.1  ads.pro-market.net
127.0.0.1  www.promo.com.au
127.0.0.1  www.prutect.com #[Spyware.e2give][Win32.Prutec.A]
127.0.0.1  www.protectedmedia.com #[Trojan.Wimad]
127.0.0.1  ad.sma.punto.net
127.0.0.1  sma.punto.net
127.0.0.1  www.pureseeker.com #[C2Media\LOP][IE-SpyAd]
127.0.0.1  www.pwallet.com #[IE-SpyAd]
# Q
127.0.0.1  mediatickets.q8hell.org #[W32/LowZones.L]
127.0.0.1  uld3r.q8hell.org
127.0.0.1  adserv.quality-channel.de
127.0.0.1  www.quarterserver.de
127.0.0.1  questionmarket.com #[IE-SpyAd]
127.0.0.1  amch.questionmarket.com
127.0.0.1  ch.questionmarket.com
127.0.0.1  survey.questionmarket.com
127.0.0.1  www.questionmarket.com
127.0.0.1  download.quickflicks.com #[Parasite.SVAPlayer]
127.0.0.1  quickmetasearch.com #[ADW_SEARCHMETA.A]
127.0.0.1  www.qq886.com #[Backdoor.Semes]
# R
127.0.0.1  ramgo.com
127.0.0.1  www.ramgo.com #[Win32.Startpage.B]
127.0.0.1  www.autoraskrutka.ru #[Spyware.Acext]
127.0.0.1  www.raskrutim.ru #[Spyware.Acext]
127.0.0.1  www.realclicks.com
127.0.0.1  www.relmaxtop.com
127.0.0.1  banner.relcom.ru
127.0.0.1  adservice.recon-networks.com
127.0.0.1  dae.responsetarget.com #[AutoGK][IE-SpyAd]
127.0.0.1  rightmedia.net #[IE-SpyAd]
127.0.0.1  rightstats.com
127.0.0.1  www.rightstats.com
127.0.0.1  m.rmbclick.com #[IE-SpyAd]
127.0.0.1  hits.roitracker.com #[IE-SpyAd]
127.0.0.1  www.rgs-rostock.de #[Trojan.Mitglieder.C][Backdoor.Gaster]
127.0.0.1  ad.ro2cn.com #[Adware.Ro2cn]
# S
127.0.0.1  judo.salon.com
127.0.0.1  oas.salon.com
127.0.0.1  www.savehits.com #[IE-SpyAd]
127.0.0.1  st.sageanalyst.net #[IE-SpyAd]
127.0.0.1  pigmailer.scarryserv.biz #[Trojan.Mochi]
127.0.0.1  scorpionsearch.com #[W32.Adclicker.C.Trojan]
127.0.0.1  www.scorpionsearch.com #[x10.com][Trojan.Clicker.NetBuie a-b]
127.0.0.1  adsremote.scripps.com #[server down?]
127.0.0.1  te.scripps.com
127.0.0.1  counter.search.bg #[IE-SpyAd]
127.0.0.1  searchalot.com #[IE-SpyAd]
127.0.0.1  cards.searchalot.com
127.0.0.1  mail.searchalot.com
127.0.0.1  search.searchalot.com
127.0.0.1  web.searchalot.com
127.0.0.1  www.searchalot.com #[Adware-Tronix]
127.0.0.1  searchandclick.com
127.0.0.1  search.searchandclick.com
127.0.0.1  www.searchandclick.com #[Browseraid][SearchAndClick]
127.0.0.1  searchby.net #[IE-SpyAd]
127.0.0.1  www.searchby.net #[Ultimate Popup Killer]
127.0.0.1  www.searchgauge.com
127.0.0.1  search-itnow.com #[Parasite.AdultLinks]
127.0.0.1  www.search-itnow.com
127.0.0.1  tb.searchitquick.com #[hotwebsearch.com][iiittt Class]
127.0.0.1  www.searchitquick.com #[IE-SpyAd]
127.0.0.1  www.searchmachine.com #[IE-SpyAd]
127.0.0.1  www.searchmagnifier.com
127.0.0.1  searchmaid.com #[Adware/TheLocalSearch]
127.0.0.1  www.searchmaid.com
127.0.0.1  searchproject.net #[Trojan.Phel.A]
127.0.0.1  www.searchrelevancy.com #[Spyware.Relevancy]
127.0.0.1  www.searchresult.net #[Parasite.IgetNet]
127.0.0.1  www.search-toolbar.com #[Trojan.Magise]
127.0.0.1  browser.secondpower.com
127.0.0.1  download.secondpower.com
127.0.0.1  www1.secondpower.com
127.0.0.1  www3.secondpower.com #[IE-SpyAd][KB320159]
127.0.0.1  www.secondpower.com
127.0.0.1  adserver.securityfocus.com #[RealMedia]
127.0.0.1  www.selfsurveys.com #[IE-SpyAd]
127.0.0.1  www.seehits.com
127.0.0.1  track.sendtraffic.com
127.0.0.1  www.sendtraffic.com
127.0.0.1  sesso.com
127.0.0.1  www.sesso.com #[VBS.Biscuit.A@mm]
127.0.0.1  bs.serving-sys.com #[Ad-Aware.Data Miner]
127.0.0.1  ds.serving-sys.com
127.0.0.1  quasar.sitegauge.com
127.0.0.1  tracker.sitescout.com #[IE-SpyAd]
127.0.0.1  advertpro.sitepoint.com
127.0.0.1  www.sitestatslive.com
127.0.0.1  www.sitetracking.info #[Naughty Pops][IE-SpyAd]
127.0.0.1  adserver.sharewareonline.com #[nictechnetworks.com]
127.0.0.1  www.shockcounter.com #[IE-SpyAd]
127.0.0.1  skeech.com
127.0.0.1  www.skeech.com #[IE-SpyAd]
127.0.0.1  smart2com.net #[Trojan.Autoproxy]
127.0.0.1  smart-browser.com
127.0.0.1  update.smart-browser.com #[Parasite.SmartBrowser]
127.0.0.1  www.smart-browser.com
127.0.0.1  smartclicks.net #[IE-SpyAd]
127.0.0.1  www.smartclicks.net
127.0.0.1  smarter.com #[IE-SpyAd]
127.0.0.1  sidebar.smarter.com
127.0.0.1  www.smarter.com
127.0.0.1  ads.smni.com
127.0.0.1  static.smni.com
127.0.0.1  www1.spaex.com #[searchboss.com][IE-SpyAd]
127.0.0.1  www.spedia.net #[SpediaBar][IE-SpyAd]
127.0.0.1  www.spyarsenal.com #[Spyware.DesktopSpy][Spyware.FamilyKeylog]
127.0.0.1  spyferret.com #[OnlinePcFix.SpyFerret]
127.0.0.1  www.spyferret.com
127.0.0.1  www.spymoon.com #[Trojan.Eaghouse.B]
127.0.0.1  spyware.com #[roar.com]
127.0.0.1  www.ssppyy.com #[Spyware.Ssppyy]
127.0.0.1  www.s-tracking.com
127.0.0.1  adsintl.starwave.com
127.0.0.1  c1.statcounter.com #[Ad-Aware.Data Miner]
127.0.0.1  c2.statcounter.com
127.0.0.1  c3.statcounter.com #[PestPatrol.Tracking Cookie]
127.0.0.1  s2.statcounter.com
127.0.0.1  www.statcounter.com #[IE-SpyAd]
127.0.0.1  js.statistici.ro
127.0.0.1  log.statistici.ro
127.0.0.1  s.statistici.ro #[IE-SpyAd]
127.0.0.1  www.statomatic.com #[IE-SpyAd]
127.0.0.1  stats4you.com #[IE-SpyAd]
127.0.0.1  reg.stats4all.com
127.0.0.1  www.stats4you.com #[IE-SpyAd]
127.0.0.1  www.stickypops.com #[IE-SpyAd]
127.0.0.1  clix.superclix.de #[IE-SpyAd]
127.0.0.1  www.superlogy.com #[AdvWare.ToolBar.VB.b]
127.0.0.1  supersearchs.com #[IE-SpyAd]
127.0.0.1  www.supersearchs.com
127.0.0.1  sqwire.com #[Adware.Sqwire][Xupiter.Sqwire]
127.0.0.1  www.sqwire.com #[Parasite.Xupiter][Adware-PornKings]
127.0.0.1  www.supaseek.com #[Spyware.Supaseek][server down?]
127.0.0.1  rd1.surfernetwork.com #[SurferNETWORK Plugin]
127.0.0.1  www.surfernetwork.com
127.0.0.1  surfsidekick.com
127.0.0.1  dl.surfsidekick.com
127.0.0.1  www.surfsidekick.com #[Adware.SurfSideKick]
127.0.0.1  www2.surveyfocus.com #[IE-SpyAd]
127.0.0.1  www.surveynetworks.com
127.0.0.1  www.surveysite.com
127.0.0.1  www2.survey-poll.com #[microsoft]
127.0.0.1  swift-look.com #[phishing exploit]
127.0.0.1  www1.sweetbar.com #[ADW_SWEETBAR.A]
127.0.0.1  www.sweetbar.com #[SecurityRisk.Downldr]
127.0.0.1  www.symantic.com #[Typo Squatter][IE-SpyAd]
127.0.0.1  adpick.switchboard.com
127.0.0.1  adtag.sympatico.ca
127.0.0.1  www.szadk.com #[PWSteal.Trojan]
# T
127.0.0.1  ad.uk.tangozebra.com
127.0.0.1  tat-neftbank.ru #[Backdoor.Berbew.H]
127.0.0.1  www.tech-marketresearch.com
127.0.0.1  www.textads.biz
127.0.0.1  a.tfag.de
127.0.0.1  ak.tfag.de
127.0.0.1  theaffiliateprogram.com
127.0.0.1  adbot.theonion.com
127.0.0.1  oascentral.theonionavclub.com
127.0.0.1  www.thepokerclub.com #[SecurityRisk.ClubPoker]
127.0.0.1  tipsurf.com
127.0.0.1  tnc4u.com #[Parasite.DownloadPlus]
127.0.0.1  new.tnc4u.com
127.0.0.1  www.tnc4u.com #[Adware.DownloadPlus]
127.0.0.1  www.toilet.com #[IE-SpyAd]
127.0.0.1  ad.tomshardware.com
127.0.0.1  tooncomics.com #[IEDLL.ToonComics][here4search.com]
127.0.0.1  www.tooncomics.com #[Downloader.Tooncom][CWS.Aff.Tooncomics]
127.0.0.1  log.trafic.ro #[IE-SpyAd]
127.0.0.1  storage.trafic.ro
127.0.0.1  tool4ame.com #[TROJ_GOLID.A][Adware.IAGold]
127.0.0.1  www.toolshack.com #[IE-SpyAd]
127.0.0.1  ads.toplayerserver.com
127.0.0.1  www1.toplayerserver.com
127.0.0.1  www.toplayerserver.com #[IE-SpyAd]
127.0.0.1  toprebates.com #[webrebates][IE-SpyAd]
127.0.0.1  www.toprebates.com
127.0.0.1  stat.toprefsys.com
127.0.0.1  www.top-search.com #[Adware-SSF.dr]
127.0.0.1  download.topsearchweb.com
127.0.0.1  www.topsearchweb.com #[hotwebsearch.com]
127.0.0.1  ad.topstat.com
127.0.0.1  nl.topstat.com #[IE-SpyAd]
127.0.0.1  s26.topstat.com
127.0.0.1  xl.topstat.com
127.0.0.1  ads.track-star.com
127.0.0.1  adserver.track-star.com
127.0.0.1  geo2.track-star.com
127.0.0.1  www.track-star.com
127.0.0.1  www.traffic-stock.com #[Parasite.RichFind]
127.0.0.1  tradeexit.com
127.0.0.1  www.tradeexit.com #[Parasite.Winupie]
127.0.0.1  www.trafficbeamer.nl
127.0.0.1  trafficg.com #[IE-SpyAd]
127.0.0.1  www.trafficg.com
127.0.0.1  www.trafficflame.com
127.0.0.1  trafficfile.com #[IE-SpyAd]
127.0.0.1  www.trafficfile.com
127.0.0.1  trackyourstats.com
127.0.0.1  hit.traxdb.net
127.0.0.1  troyanov.net #[Trojan.Anicmoo]
127.0.0.1  www.troyanov.net #[nowfind.net]
127.0.0.1  a.tribalfusion.com #[IE-SpyAd]
127.0.0.1  cdn1.tribalfusion.com
127.0.0.1  m.tribalfusion.com
127.0.0.1  tribalfusion.speedera.net
127.0.0.1  ads.tucows.com
127.0.0.1  counts.tucows.com
127.0.0.1  google.tucows.com
127.0.0.1  www.turbomemorycharger.com #[Adware.Fapi]
# U
127.0.0.1  ads.ucomics.com #[RealMedia]
127.0.0.1  image.ugo.com
127.0.0.1  mediamgr.ugo.com
127.0.0.1  www.ukbanners.com #[IE-SpyAd]
127.0.0.1  ultimatecounter.com #[IE-SpyAd]
127.0.0.1  www.ultimatecounter.com
127.0.0.1  www.ultimatepopupkiller.com #[searchby.net][IE-SpyAd]
127.0.0.1  www.ultraload.net #[MHTMLRedir.Exploit]
127.0.0.1  adcontroller.unicast.com
127.0.0.1  ads.unlimitedbanners.com #[IE-SpyAd]
127.0.0.1  ads1.updated.com
127.0.0.1  www.updatenow.org #[IE-SpyAd]
127.0.0.1  www.upgradenow.org
127.0.0.1  www.updatepatch.info #[Messenger Service pop-up]
127.0.0.1  www.upp2ono41xi9rman2.com #[TrojanDropper.Small.LG]
127.0.0.1  ads.uproar.com
127.0.0.1  usachoice.net #[IE-SpyAd]
# V
127.0.0.1  ads.valuead.com #[IE-SpyAd]
127.0.0.1  adnetintads.valuead.com #[server down?]
127.0.0.1  banners.valuead.com
127.0.0.1  oin.valuead.com #[outerinfo.com]
127.0.0.1  servedby.valuead.com
127.0.0.1  ad.valuehost.ru #[IE-SpyAd]
127.0.0.1  www.verticlick.com
127.0.0.1  image.versiontracker.com
127.0.0.1  spinbox.versiontracker.com
127.0.0.1  ads.vesperexchange.com
127.0.0.1  www.vesperexchange.com
127.0.0.1  cinnam.vibrahost.com #[PWSteal.Revcuss.C][Win32.Revcuss.C]
127.0.0.1  vivi.vibrahost.com #[PWSteal.Revcuss.A]
127.0.0.1  dns2010.vicp.net #[Backdoor.Tumag]
127.0.0.1  uygurman.vicp.net #[Trojan.Riler][Troj/Riler-B]
127.0.0.1  oas.villagevoice.com
127.0.0.1  visit-link.com
127.0.0.1  www.voonda.com #[Spyware.TAFbar]
127.0.0.1  generic.vpptechnologies.com
127.0.0.1  images2.vpptechnologies.com
127.0.0.1  main.vpptechnologies.com #[IE-SpyAd]
127.0.0.1  msxml.vpptechnologies.com
127.0.0.1  static.vpptechnologies.com #[hotsearchbar.com]
127.0.0.1  xml.vpptechnologies.com #[BlazeFind]
127.0.0.1  www.vstats.net #[IE-SpyAd]
127.0.0.1  ads.vnuemedia.com
127.0.0.1  vxiframe.biz #[Trojan.Anicmoo][Win32.SillyDl.IQ]
127.0.0.1  sevenc.vze.com #[VBS.Powcox@mm]
# W
127.0.0.1  www.w3exit.com
127.0.0.1  www.warezdownload.ws #[TROJ_BANKER.DC]
127.0.0.1  ng3.ads.warnerbros.com
127.0.0.1  way4find.com
127.0.0.1  www.way4find.com #[Downloader-TA.dll]
127.0.0.1  wazam.com
127.0.0.1  www.wazam.com #[Parasite.Wazam]
127.0.0.1  wcft.net #[Parasite.LinkReplacer]
127.0.0.1  www.wcft.net
127.0.0.1  ads.weather.com
127.0.0.1  ads.webattack.com
127.0.0.1  webcounter.com #[IE-SpyAd]
127.0.0.1  www.webcounter.com
127.0.0.1  ads.webhosting.info
127.0.0.1  adv.webmd.com
127.0.0.1  webhits.de #[IE-SpyAd]
127.0.0.1  banners.webmasterplan.com
127.0.0.1  stat.webmedia.pl #[IE-SpyAd]
127.0.0.1  bannervip.web1000.com #[IE-SpyAd]
127.0.0.1  ads.webads360.com #[IE-SpyAd]
127.0.0.1  www.webnomey.net #[PWSteal.Ldpinch.E][CoolWebSearch.svnhost]
127.0.0.1  clickcash.webpower.com #[IE-SpyAd]
127.0.0.1  orders.webpower.com
127.0.0.1  img.webring.com
127.0.0.1  img1.webring.com
127.0.0.1  ads.webshots.com
127.0.0.1  websponsors.com #[IE-SpyAd]
127.0.0.1  a.websponsors.com
127.0.0.1  ads.websponsors.com
127.0.0.1  g.websponsors.com
127.0.0.1  www.websponsors.com
127.0.0.1  www.webstars2000.com
127.0.0.1  hv3.webstat.com #[IE-SpyAd]
127.0.0.1  hits.webstat.com
127.0.0.1  www.wenksdisdkjeilsow.com #[Parasite.AutoStartup][Download.Trojan]
127.0.0.1  wetrack.it #[IE-SpyAd]
127.0.0.1  st.wetrack.it
127.0.0.1  www.wgutv.com #[Adware.BuddyLinks]
127.0.0.1  partner1.whatsfind.com
127.0.0.1  www.whatsfind.com #[HTML_STARTPAGE.C]
127.0.0.1  www.win-fix.com #[Rogue/Suspect]
127.0.0.1  www.win-update.net #[Trojan.Magise]
127.0.0.1  window1.com #[IE-SpyAd]
127.0.0.1  ads.winhelp2002.com
127.0.0.1  ads.winsite.com
127.0.0.1  winstream.com #[Parasite.Searchex]
127.0.0.1  www.winstream.com
127.0.0.1  clicktrack.wnu.com
127.0.0.1  www.wowweb.net #[Adware.WWWBar]
127.0.0.1  www.wurldmedia.com #[Adware.Wurldmedia][WurldMedia][KB321923]
# X
127.0.0.1  x0x.biz
127.0.0.1  www.x0x.biz #[Backdoor.Berbew.D]
127.0.0.1  xlonhcld.xlontech.net #[IE-SpyAd]
127.0.0.1  nedstats.xs4all.nl
127.0.0.1  hit1.xstats.com
127.0.0.1  view1.xstats.com
127.0.0.1  ads.xtra.co.nz
# Y
127.0.0.1  ad.yadro.ru #[IE-SpyAd]
127.0.0.1  counter.yadro.ru
127.0.0.1  bs.yandex.ru
127.0.0.1  crsky2004.yeah.net #[Backdoor.Singu.B]
127.0.0.1  yourspecialoffers.com #[FavoriteMan]
127.0.0.1  www.yourspecialoffers.com
127.0.0.1  ysearchus.com #[Parasite.TinyBar]
127.0.0.1  www.ysearchus.com
127.0.0.1  www.yuups.com #[Adware.Yuupsearch]
# Z
127.0.0.1  www.zenotecnico.com #[desktoptraffic.net]
127.0.0.1  zippy-lookup.com #[Adware.ZippyLookup.BHO]
127.0.0.1  www.zippy-lookup.com
127.0.0.1  counter.zone.ee
127.0.0.1  z-proxy.com #[W32/Downloader]
127.0.0.1  bannerads.zwire.com
# [Misc]
127.0.0.1  0cat.com #[0Cat YellowPages]
127.0.0.1  www.0cat.com
127.0.0.1  www.0stats.com
127.0.0.1  cc.1asphost.com #[Trojan.Bansap]
127.0.0.1  www.123counts.com #[hitslink.com][IE-SpyAd]
127.0.0.1  www.123mania.com #[SrchHook Class][Parasite.123Mania][Adware.MatrixSearch]
127.0.0.1  123stat.com #[IE-SpyAd]
127.0.0.1  ad2.163.com
127.0.0.1  adclient.163.com
127.0.0.1  popme.163.com
127.0.0.1  smtp.163.com #[Trojan.PSW.Ajim_bbs]
127.0.0.1  1234.2bro.com #[Adware.Satbo]
127.0.0.1  www.241hits.com
127.0.0.1  up.isp.2ch.net #[Trojan.Upchan]
127.0.0.1  www.3d-icons.com #[Adware bundler]
127.0.0.1  www.321search.com #[SearchAssistant.dll]
127.0.0.1  www.3241.com #[Troj/Zikdow-B]
127.0.0.1  guannan.3322.net #[IE-SpyAd]
127.0.0.1  download.35mb.com #[impregnable.net]
127.0.0.1  www.35mb.com #[download_35mb_com.applet]
127.0.0.1  ct.360i.com
127.0.0.1  ad.37.com
127.0.0.1  5sec.biz #[Backdoor.Fivsec]
127.0.0.1  5sec.info
127.0.0.1  www.ff.iij4u.or.jp #[Trojan.Upchan]
127.0.0.1  10000hits.net #[IE-SpyAd]
127.0.0.1  1000stars.ru #[IE-SpyAd]
127.0.0.1  7am.com
127.0.0.1  www.777search.com #[C2Media/LOP]
127.0.0.1  www.7000n.com #[Adware.7000n]
127.0.0.1  ajim.delphibbs.com #[Trojan.PSW.Ajim_bbs]
127.0.0.1  14713804A.l2m.net #[LiveTechnology]
127.0.0.1  banners.4d5.net
127.0.0.1  banner.50megs.com
127.0.0.1  www.53best.com #[Trojan-PSW.Win32.Lmir.gen]
127.0.0.1  www.fan8.com
127.0.0.1  banners.dot.tk
127.0.0.1  topsites.us #[Parasite.eStart]
# [123Banners][123Greetings.com][TROJ_NALDEM.A][Trojan.Naldem]
127.0.0.1  www.123banners.com
127.0.0.1  ftp.123banners.com
127.0.0.1  123go.com
127.0.0.1  ns1.123go.net
# [180solutions][Adware.Ncase][KB317714][KB320162]
127.0.0.1  n-case.com
127.0.0.1  www.n-case.com
127.0.0.1  ads.180solutions.com
127.0.0.1  ax.180solutions.com #[180SAInstaller Class]
127.0.0.1  bis.180solutions.com #[nCaseInstaller Class]
127.0.0.1  bisads.180solutions.com
127.0.0.1  downloads.180solutions.com
127.0.0.1  installs.180solutions.com
127.0.0.1  ping.180solutions.com
127.0.0.1  test-downloads.180solutions.com
127.0.0.1  tv.180solutions.com
127.0.0.1  www.180solutions.com #[Parasite.nCase]
127.0.0.1  www.180searchassistant.com #[Adware.180Search]
127.0.0.1  www.surfassistant.com #[Adware.SurfAssistant]
127.0.0.1  downloads.zango.com
127.0.0.1  games.zango.com
127.0.0.1  infinity.zango.com #[ZangoInstaller Class]
127.0.0.1  messenger.zango.com
127.0.0.1  showtimes.zango.com
127.0.0.1  www.zango.com
127.0.0.1  www.zangomessenger.com
127.0.0.1  www.zangoshowtimes.com
# [3721.COM][Parasite.CnsMin][Adware.Wengs]
127.0.0.1  address.3721.com
127.0.0.1  agent.3721.com
127.0.0.1  assistant.3721.com
127.0.0.1  cns.3721.com
127.0.0.1  cnsmin.3721.com
127.0.0.1  corp.3721.com
127.0.0.1  dir.3721.com
127.0.0.1  download.3721.com
127.0.0.1  express.3721.com
127.0.0.1  img.3721.com
127.0.0.1  magic.3721.com
127.0.0.1  mark.3721.com
127.0.0.1  meta.3721.com
127.0.0.1  msearch.3721.com
127.0.0.1  sbox.3721.com
127.0.0.1  shanghai.3721.com
127.0.0.1  sina.3721.com
127.0.0.1  user.3721.com
127.0.0.1  wap.3721.com
127.0.0.1  www.3721.com #[Adware.Chinet][ADW_CNSMIN.A]
127.0.0.1  yahoo.3721.com
127.0.0.1  3721.com
127.0.0.1  download.feiyang.com
# [411 Web Directory]
127.0.0.1  adtracker.411web.com
